TIME_PERIOD,OBS_VALUE
5/28/2025,8.1402
5/29/2025,8.1093
5/30/2025,8.1576
6/2/2025,8.2214
6/3/2025,8.1841
6/4/2025,8.1835
6/5/2025,8.2008
6/6/2025,8.1955
6/9/2025,8.1943
6/10/2025,8.2115
6/11/2025,8.2172
6/12/2025,8.3201
6/13/2025,8.2682
6/16/2025,8.3102
6/17/2025,8.3091
6/18/2025,8.2723
6/19/2025,8.2496
6/20/2025,8.2643
6/23/2025,8.2442
6/24/2025,8.3262
6/25/2025,8.321
6/26/2025,8.3862
6/27/2025,8.3939
6/30/2025,8.397
7/1/2025,8.4584
7/2/2025,8.4275
7/3/2025,8.4377
7/4/2025,8.4285
7/7/2025,8.4128
7/8/2025,8.4066
7/9/2025,8.3993
7/10/2025,8.401
7/11/2025,8.3741
7/14/2025,8.3785
7/15/2025,8.3673
7/16/2025,8.3309
7/17/2025,8.3157
7/18/2025,8.3623
7/21/2025,8.3726
7/22/2025,8.394
7/23/2025,8.3961
7/24/2025,8.4142
7/25/2025,8.4046
7/28/2025,8.3605
7/29/2025,8.2778
7/30/2025,8.2783
7/31/2025,8.235
8/1/2025,8.2243
8/4/2025,8.2993
8/5/2025,8.2986
8/6/2025,8.3383
8/7/2025,8.3587
8/8/2025,8.3677
8/11/2025,8.35
8/12/2025,8.3416
8/13/2025,8.402
8/14/2025,8.3824
8/15/2025,8.3909
8/18/2025,8.3798
8/19/2025,8.3866
8/20/2025,8.3609
8/21/2025,8.3547
8/22/2025,8.3333
8/25/2025,8.3709
8/26/2025,8.3427
8/27/2025,8.3027
8/28/2025,8.3266
8/29/2025,8.3155
9/1/2025,8.3581
9/2/2025,8.3202
9/3/2025,8.3268
9/4/2025,8.3168
9/5/2025,8.3489
9/8/2025,8.3619
9/9/2025,8.3635
9/10/2025,8.3387
9/11/2025,8.3252
9/12/2025,8.3461
9/15/2025,8.3795
9/16/2025,8.401
9/17/2025,8.4092
9/18/2025,8.3973
9/19/2025,8.351
9/22/2025,8.3788
9/23/2025,8.3869
9/24/2025,8.3786
9/25/2025,8.363
9/26/2025,8.3308
9/29/2025,8.3482
9/30/2025,8.3591
10/1/2025,8.347
10/2/2025,8.3683
10/3/2025,8.3541
10/6/2025,8.3142
10/7/2025,8.3057
10/8/2025,8.2779
10/9/2025,8.2698
10/10/2025,8.2397
10/13/2025,8.2511
10/14/2025,8.2488
10/15/2025,8.2823
10/16/2025,8.3009
10/17/2025,8.3196
10/20/2025,8.3024
10/21/2025,8.2626
10/22/2025,8.2576
10/23/2025,8.2593
10/24/2025,8.2706
10/27/2025,8.2731
10/28/2025,8.2589
10/29/2025,8.2609
10/30/2025,8.217
10/31/2025,8.222
11/3/2025,8.1987
11/4/2025,8.1877
11/5/2025,8.1905
11/6/2025,8.2109
11/7/2025,8.2324
11/10/2025,8.2377
11/11/2025,8.2397
11/12/2025,8.2381
11/13/2025,8.245
11/14/2025,8.2655
11/17/2025,8.2398
11/18/2025,8.241
11/19/2025,8.2359
11/20/2025,8.1908
11/21/2025,8.1905
11/24/2025,8.1833
11/25/2025,8.1845
11/26/2025,8.1959
11/27/2025,8.2068
11/28/2025,8.1836
12/1/2025,8.2358
12/2/2025,8.2123
12/3/2025,8.2421
12/4/2025,8.2498
12/5/2025,8.2333
12/8/2025,8.2378
12/9/2025,8.2207
12/10/2025,8.2165
12/11/2025,8.2678
12/12/2025,8.2759
12/15/2025,8.2824
12/16/2025,8.293
12/17/2025,8.2569
12/18/2025,8.2517
12/19/2025,8.2465
12/22/2025,8.265
12/23/2025,8.2833
12/24/2025,8.2679
12/29/2025,8.2438
12/30/2025,8.2216
12/31/2025,8.2262
1/2/2026,8.1973
1/5/2026,8.1478
1/6/2026,8.1766
1/7/2026,8.1685
1/8/2026,8.1513
1/9/2026,8.1288
1/12/2026,8.1529
1/13/2026,8.1294
1/14/2026,8.1247
1/15/2026,8.0988
1/16/2026,8.0967
1/19/2026,8.0991
1/20/2026,8.1614
1/21/2026,8.1749
1/22/2026,8.1658
1/23/2026,8.1778
1/26/2026,8.2312
1/27/2026,8.2964
1/28/2026,8.3176
1/29/2026,8.3132
1/30/2026,8.2834
2/2/2026,8.221
2/3/2026,8.1877
2/4/2026,8.2051
2/5/2026,8.1869
2/6/2026,8.1838
2/9/2026,8.2281
2/10/2026,8.2245
2/11/2026,8.2245
2/12/2026,8.1944
2/13/2026,8.195
2/16/2026,8.1902
2/17/2026,8.1702
2/18/2026,8.1833
2/19/2026,8.1197
2/20/2026,8.1294
2/23/2026,8.1412
2/24/2026,8.1046
2/25/2026,8.095
2/26/2026,8.0823
2/27/2026,8.0961
3/2/2026,8.0512
3/3/2026,8.017
3/4/2026,8.0347
3/5/2026,8.0177
3/6/2026,7.9825
3/9/2026,7.9929
3/10/2026,8.0057
3/11/2026,7.9518
3/12/2026,7.9316
3/13/2026,7.9145
3/16/2026,7.9154
3/17/2026,7.9412
3/18/2026,7.9214
3/19/2026,7.9279
3/20/2026,7.9664
