TIME_PERIOD,OBS_VALUE
10/28/2020,7.8845
10/29/2020,7.8531
10/30/2020,7.8158
11/2/2020,7.7962
11/3/2020,7.8198
11/4/2020,7.8038
11/5/2020,7.8331
11/6/2020,7.8468
11/9/2020,7.8475
11/10/2020,7.8107
11/11/2020,7.7943
11/12/2020,7.8105
11/13/2020,7.8071
11/16/2020,7.7945
11/17/2020,7.7892
11/18/2020,7.782
11/19/2020,7.7927
11/20/2020,7.7916
11/23/2020,7.8178
11/24/2020,7.8152
11/25/2020,7.8189
11/26/2020,7.8254
11/27/2020,7.8422
11/30/2020,7.8798
12/1/2020,7.8639
12/2/2020,7.9203
12/3/2020,7.9567
12/4/2020,7.9421
12/7/2020,7.931
12/8/2020,7.9115
12/9/2020,7.9167
12/10/2020,7.9254
12/11/2020,7.9386
12/14/2020,7.9588
12/15/2020,7.9462
12/16/2020,7.9633
12/17/2020,8.0006
12/18/2020,8.0146
12/21/2020,7.9784
12/22/2020,8.0056
12/23/2020,7.9549
12/24/2020,7.9624
12/28/2020,7.9906
12/29/2020,8.007
12/30/2020,8.0134
12/31/2020,8.0225
1/4/2021,7.9484
1/5/2021,7.9315
1/6/2021,7.9653
1/7/2021,7.9392
1/8/2021,7.9184
1/11/2021,7.8806
1/12/2021,7.8576
1/13/2021,7.8716
1/14/2021,7.8409
1/15/2021,7.8499
1/18/2021,7.8359
1/19/2021,7.861
1/20/2021,7.8292
1/21/2021,7.8552
1/22/2021,7.8822
1/25/2021,7.8712
1/26/2021,7.8537
1/27/2021,7.8411
1/28/2021,7.8226
1/29/2021,7.8047
2/1/2021,7.8143
2/2/2021,7.7756
2/3/2021,7.7623
2/4/2021,7.7542
2/5/2021,7.7535
2/8/2021,7.7618
2/9/2021,7.7894
2/10/2021,7.8235
2/11/2021,7.8448
2/12/2021,7.8207
2/15/2021,7.8332
2/16/2021,7.8422
2/17/2021,7.7886
2/18/2021,7.8172
2/19/2021,7.8318
2/22/2021,7.8447
2/23/2021,7.8506
2/24/2021,7.8362
2/25/2021,7.8898
2/26/2021,7.8385
3/1/2021,7.797
3/2/2021,7.784
3/3/2021,7.7897
3/4/2021,7.7846
3/5/2021,7.7489
3/8/2021,7.7446
3/9/2021,7.7478
3/10/2021,7.7433
3/11/2021,7.7614
3/12/2021,7.7636
3/15/2021,7.7508
3/16/2021,7.7519
3/17/2021,7.7435
3/18/2021,7.7507
3/19/2021,7.7413
3/22/2021,7.7582
3/23/2021,7.7367
3/24/2021,7.7133
3/25/2021,7.722
3/26/2021,7.7063
3/29/2021,7.7334
3/30/2021,7.7154
3/31/2021,7.6812
4/1/2021,7.7195
4/6/2021,7.739
4/7/2021,7.7761
4/8/2021,7.7749
4/9/2021,7.7934
4/12/2021,7.7907
4/13/2021,7.7905
4/14/2021,7.8146
4/15/2021,7.8129
4/16/2021,7.8157
4/19/2021,7.8323
4/20/2021,7.8303
4/21/2021,7.8011
4/22/2021,7.8181
4/23/2021,7.832
4/26/2021,7.8379
4/27/2021,7.8373
4/28/2021,7.8268
4/29/2021,7.8463
4/30/2021,7.8134
5/3/2021,7.7967
5/4/2021,7.8136
5/5/2021,7.7636
5/6/2021,7.8054
5/7/2021,7.7809
5/10/2021,7.8045
5/11/2021,7.8177
5/12/2021,7.8051
5/13/2021,7.7969
5/14/2021,7.8024
5/17/2021,7.8226
5/18/2021,7.8501
5/19/2021,7.8594
5/20/2021,7.8563
5/21/2021,7.8393
5/24/2021,7.8487
5/25/2021,7.856
5/26/2021,7.8149
5/27/2021,7.7808
5/28/2021,7.7422
5/31/2021,7.7722
6/1/2021,7.8043
6/2/2021,7.7812
6/3/2021,7.791
6/4/2021,7.7667
6/7/2021,7.7795
6/8/2021,7.7938
6/9/2021,7.7879
6/10/2021,7.7828
6/11/2021,7.7519
6/14/2021,7.7501
6/15/2021,7.7502
6/16/2021,7.7582
6/17/2021,7.6877
6/18/2021,7.6619
6/21/2021,7.6916
6/22/2021,7.7014
6/23/2021,7.7393
6/24/2021,7.7193
6/25/2021,7.7139
6/28/2021,7.6922
6/29/2021,7.6814
6/30/2021,7.6742
7/1/2021,7.6842
7/2/2021,7.6594
7/5/2021,7.6677
7/6/2021,7.6545
7/7/2021,7.6478
7/8/2021,7.6832
7/9/2021,7.6834
7/12/2021,7.6751
7/13/2021,7.6598
7/14/2021,7.6268
7/15/2021,7.6304
7/16/2021,7.6373
7/19/2021,7.6344
7/20/2021,7.6305
7/21/2021,7.6201
7/22/2021,7.6153
7/23/2021,7.6224
7/26/2021,7.6426
7/27/2021,7.6799
7/28/2021,7.6722
7/29/2021,7.6691
7/30/2021,7.6838
8/2/2021,7.6807
8/3/2021,7.6818
8/4/2021,7.6638
8/5/2021,7.6555
8/6/2021,7.6379
8/9/2021,7.619
8/10/2021,7.5975
8/11/2021,7.5996
8/12/2021,7.6036
8/13/2021,7.6237
8/16/2021,7.6243
8/17/2021,7.6244
8/18/2021,7.5976
8/19/2021,7.5901
8/20/2021,7.5854
8/23/2021,7.599
8/24/2021,7.6042
8/25/2021,7.6031
8/26/2021,7.6285
8/27/2021,7.6195
8/30/2021,7.6347
8/31/2021,7.6465
9/1/2021,7.6421
9/2/2021,7.6503
9/3/2021,7.6555
9/6/2021,7.6611
9/7/2021,7.667
9/8/2021,7.6376
9/9/2021,7.6402
9/10/2021,7.6228
9/13/2021,7.6059
9/14/2021,7.6168
9/15/2021,7.6069
9/16/2021,7.5849
9/17/2021,7.6044
9/20/2021,7.5726
9/21/2021,7.5945
9/22/2021,7.585
9/23/2021,7.5643
9/24/2021,7.5803
9/27/2021,7.5609
9/28/2021,7.5433
9/29/2021,7.5347
9/30/2021,7.4847
10/1/2021,7.4781
10/4/2021,7.5013
10/5/2021,7.4805
10/6/2021,7.4407
10/7/2021,7.4536
10/8/2021,7.4591
10/11/2021,7.4644
10/12/2021,7.4522
10/13/2021,7.4482
10/14/2021,7.4683
10/15/2021,7.4663
10/18/2021,7.4617
10/19/2021,7.4464
10/20/2021,7.4302
10/21/2021,7.4463
10/22/2021,7.4337
10/25/2021,7.4142
10/26/2021,7.4124
10/27/2021,7.426
10/28/2021,7.4169
10/29/2021,7.4488
11/1/2021,7.4077
11/2/2021,7.4239
11/3/2021,7.4082
11/4/2021,7.3983
11/5/2021,7.3756
11/8/2021,7.4048
11/9/2021,7.3989
11/10/2021,7.3866
11/11/2021,7.3292
11/12/2021,7.3047
11/15/2021,7.3034
11/16/2021,7.2627
11/17/2021,7.217
11/18/2021,7.2419
11/19/2021,7.2027
11/22/2021,7.1975
11/23/2021,7.1943
11/24/2021,7.16
11/25/2021,7.1676
11/26/2021,7.2149
11/29/2021,7.2002
11/30/2021,7.2395
12/1/2021,7.2065
12/2/2021,7.2297
12/3/2021,7.1935
12/6/2021,7.1986
12/7/2021,7.1671
12/8/2021,7.1726
12/9/2021,7.2114
12/10/2021,7.1814
12/13/2021,7.1777
12/14/2021,7.1956
12/15/2021,7.1691
12/16/2021,7.2183
12/17/2021,7.2234
12/20/2021,7.1882
12/21/2021,7.1965
12/22/2021,7.1999
12/23/2021,7.2056
12/24/2021,7.2064
12/27/2021,7.2087
12/28/2021,7.2159
12/29/2021,7.1994
12/30/2021,7.223
12/31/2021,7.1947
1/3/2022,7.2174
1/4/2022,7.1924
1/5/2022,7.2087
1/6/2022,7.2187
1/7/2022,7.206
1/10/2022,7.2128
1/11/2022,7.2255
1/12/2022,7.2379
1/13/2022,7.2913
1/14/2022,7.2728
1/17/2022,7.2402
1/18/2022,7.2212
1/19/2022,7.2003
1/20/2022,7.1936
1/21/2022,7.1946
1/24/2022,7.1533
1/25/2022,7.1325
1/26/2022,7.1293
1/27/2022,7.1061
1/28/2022,7.0857
1/31/2022,7.0963
2/1/2022,7.1625
2/2/2022,7.2026
2/3/2022,7.1795
2/4/2022,7.2923
2/7/2022,7.2807
2/8/2022,7.2636
2/9/2022,7.2759
2/10/2022,7.2722
2/11/2022,7.2564
2/14/2022,7.1937
2/15/2022,7.1969
2/16/2022,7.2101
2/17/2022,7.206
2/18/2022,7.184
2/21/2022,7.1831
2/22/2022,7.1771
2/23/2022,7.1669
2/24/2022,7.0601
2/25/2022,7.0828
2/28/2022,7.067
3/1/2022,7.0462
3/2/2022,7.0153
3/3/2022,6.9996
3/4/2022,6.9065
3/7/2022,6.8846
3/8/2022,6.8805
3/9/2022,6.9454
3/10/2022,7.0063
3/11/2022,6.9633
3/14/2022,6.9738
3/15/2022,7.0117
3/16/2022,6.9817
3/17/2022,7.0176
3/18/2022,7.0031
3/21/2022,7.0152
3/22/2022,7.0137
3/23/2022,7.0003
3/24/2022,6.9933
3/25/2022,7.0007
3/28/2022,6.9862
3/29/2022,7.055
3/30/2022,7.0666
3/31/2022,7.0403
4/1/2022,7.0311
4/4/2022,7.0026
4/5/2022,6.9783
4/6/2022,6.9498
4/7/2022,6.9448
4/8/2022,6.9115
4/11/2022,6.9405
4/12/2022,6.9199
4/13/2022,6.8939
4/14/2022,6.932
4/19/2022,6.9008
4/20/2022,6.9448
4/21/2022,7.0228
4/22/2022,7.0332
4/25/2022,7.0398
4/26/2022,6.9837
4/27/2022,6.9377
4/28/2022,6.9381
4/29/2022,6.9441
5/2/2022,6.9548
5/3/2022,6.9759
5/4/2022,6.9594
5/5/2022,6.9944
5/6/2022,7.0506
5/9/2022,7.0886
5/10/2022,7.0967
5/11/2022,7.0893
5/12/2022,7.0691
5/13/2022,7.0513
5/16/2022,7.0786
5/17/2022,7.0899
5/18/2022,7.0972
5/19/2022,7.1028
5/20/2022,7.0638
5/23/2022,7.085
5/24/2022,7.1449
5/25/2022,7.1334
5/26/2022,7.2024
5/27/2022,7.1831
5/30/2022,7.1735
5/31/2022,7.1402
6/1/2022,7.1586
6/2/2022,7.135
6/3/2022,7.1465
6/6/2022,7.1223
6/7/2022,7.1146
6/8/2022,7.1785
6/9/2022,7.1722
6/10/2022,7.0868
6/13/2022,7.0434
6/14/2022,7.0417
6/15/2022,7.0013
6/16/2022,6.9844
6/17/2022,7.0308
6/20/2022,7.0346
6/21/2022,7.068
6/22/2022,7.0604
6/23/2022,7.0367
6/24/2022,7.0478
6/27/2022,7.0737
6/28/2022,7.0775
6/29/2022,7.0382
6/30/2022,6.9624
7/1/2022,6.987
7/4/2022,6.9977
7/5/2022,6.9029
7/6/2022,6.8289
7/7/2022,6.823
7/8/2022,6.8095
7/11/2022,6.7793
7/12/2022,6.7518
7/13/2022,6.7722
7/14/2022,6.7618
7/15/2022,6.7943
7/18/2022,6.8266
7/19/2022,6.9064
7/20/2022,6.8892
7/21/2022,6.904
7/22/2022,6.8852
7/25/2022,6.9094
7/26/2022,6.8451
7/27/2022,6.8534
7/28/2022,6.8325
7/29/2022,6.8705
8/1/2022,6.9105
8/2/2022,6.9117
8/3/2022,6.883
8/4/2022,6.8769
8/5/2022,6.9068
8/8/2022,6.8931
8/9/2022,6.9106
8/10/2022,6.9222
8/11/2022,6.9668
8/12/2022,6.9352
8/15/2022,6.905
8/16/2022,6.8767
8/17/2022,6.8917
8/18/2022,6.906
8/19/2022,6.8531
8/22/2022,6.8457
8/23/2022,6.7952
8/24/2022,6.822
8/25/2022,6.8317
8/26/2022,6.8671
8/29/2022,6.9044
8/30/2022,6.9233
8/31/2022,6.8947
9/1/2022,6.9017
9/2/2022,6.9031
9/5/2022,6.8768
9/6/2022,6.9091
9/7/2022,6.8968
9/8/2022,6.9564
9/9/2022,6.9543
9/12/2022,7.0348
9/13/2022,7.0467
9/14/2022,6.955
9/15/2022,6.9852
9/16/2022,6.9787
9/19/2022,7.0066
9/20/2022,7.003
9/21/2022,6.9821
9/22/2022,6.9804
9/23/2022,6.9442
9/26/2022,6.9075
9/27/2022,6.9156
9/28/2022,6.9199
9/29/2022,6.9223
9/30/2022,6.9368
10/3/2022,6.9481
10/4/2022,7.0384
10/5/2022,7.0555
10/6/2022,7.0164
10/7/2022,6.9715
10/10/2022,6.9344
10/11/2022,6.9669
10/12/2022,6.9603
10/13/2022,6.9945
10/14/2022,6.9952
10/17/2022,7.013
10/18/2022,7.0805
10/19/2022,7.0672
10/20/2022,7.0858
10/21/2022,7.0504
10/24/2022,7.1544
10/25/2022,7.2072
10/26/2022,7.1948
10/27/2022,7.2552
10/28/2022,7.2159
10/31/2022,7.238
11/1/2022,7.2165
11/2/2022,7.2156
11/3/2022,7.1367
11/4/2022,7.0894
11/7/2022,7.2189
11/8/2022,7.2495
11/9/2022,7.2813
11/10/2022,7.2184
11/11/2022,7.3267
11/14/2022,7.2906
11/15/2022,7.3299
11/16/2022,7.372
11/17/2022,7.3859
11/18/2022,7.379
11/21/2022,7.3419
11/22/2022,7.3344
11/23/2022,7.3982
11/24/2022,7.4442
11/25/2022,7.4425
11/28/2022,7.5326
11/29/2022,7.4289
11/30/2022,7.3437
12/1/2022,7.3965
12/2/2022,7.3971
12/5/2022,7.3573
12/6/2022,7.3494
12/7/2022,7.3476
12/8/2022,7.3324
12/9/2022,7.3475
12/12/2022,7.367
12/13/2022,7.3637
12/14/2022,7.4009
12/15/2022,7.4007
12/16/2022,7.4037
12/19/2022,7.3901
12/20/2022,7.39
12/21/2022,7.4219
12/22/2022,7.4229
12/23/2022,7.4198
12/27/2022,7.3994
12/28/2022,7.4224
12/29/2022,7.4151
12/30/2022,7.3582
1/2/2023,7.3698
1/3/2023,7.2863
1/4/2023,7.2985
1/5/2023,7.2863
1/6/2023,7.2045
1/9/2023,7.2546
1/10/2023,7.2732
1/11/2023,7.2807
1/12/2023,7.27
1/13/2023,7.2729
1/16/2023,7.2791
1/17/2023,7.3473
1/18/2023,7.3193
1/19/2023,7.3424
1/20/2023,7.3425
1/23/2023,7.373
1/24/2023,7.3642
1/25/2023,7.3778
1/26/2023,7.3893
1/27/2023,7.369
1/30/2023,7.3601
1/31/2023,7.3198
2/1/2023,7.3452
2/2/2023,7.3878
2/3/2023,7.3689
2/6/2023,7.309
2/7/2023,7.2608
2/8/2023,7.2841
2/9/2023,7.2992
2/10/2023,7.2837
2/13/2023,7.293
2/14/2023,7.3314
2/15/2023,7.3229
2/16/2023,7.3351
2/17/2023,7.3081
2/20/2023,7.3191
2/21/2023,7.3372
2/22/2023,7.3367
2/23/2023,7.3227
2/24/2023,7.3398
2/27/2023,7.3378
2/28/2023,7.3663
3/1/2023,7.3349
3/2/2023,7.3285
3/3/2023,7.3326
3/6/2023,7.3802
3/7/2023,7.3975
3/8/2023,7.3315
3/9/2023,7.3515
3/10/2023,7.3594
3/13/2023,7.3413
3/14/2023,7.3758
3/15/2023,7.2865
3/16/2023,7.3045
3/17/2023,7.3117
3/20/2023,7.3739
3/21/2023,7.4058
3/22/2023,7.4238
3/23/2023,7.4312
3/24/2023,7.3826
3/27/2023,7.4131
3/28/2023,7.4554
3/29/2023,7.4679
3/30/2023,7.4898
3/31/2023,7.4763
4/3/2023,7.4832
4/4/2023,7.5034
4/5/2023,7.5265
4/6/2023,7.5014
4/11/2023,7.508
4/12/2023,7.5183
4/13/2023,7.5758
4/14/2023,7.5761
4/17/2023,7.5433
4/18/2023,7.5436
4/19/2023,7.5406
4/20/2023,7.5298
4/21/2023,7.5619
4/24/2023,7.5837
4/25/2023,7.6289
4/26/2023,7.6424
4/27/2023,7.6454
4/28/2023,7.5979
5/2/2023,7.5791
5/3/2023,7.633
5/4/2023,7.6538
5/5/2023,7.6112
5/8/2023,7.6347
5/9/2023,7.5853
5/10/2023,7.5818
5/11/2023,7.5817
5/12/2023,7.5722
5/15/2023,7.5621
5/16/2023,7.5793
5/17/2023,7.5762
5/18/2023,7.5983
5/19/2023,7.5766
5/22/2023,7.6067
5/23/2023,7.6039
5/24/2023,7.6005
5/25/2023,7.5891
5/26/2023,7.5874
5/29/2023,7.582
5/30/2023,7.599
5/31/2023,7.5926
6/1/2023,7.6066
6/2/2023,7.6065
6/5/2023,7.6062
6/6/2023,7.604
6/7/2023,7.6235
6/8/2023,7.6541
6/9/2023,7.6839
6/12/2023,7.6888
6/13/2023,7.7167
6/14/2023,7.7363
6/15/2023,7.7491
6/16/2023,7.81
6/19/2023,7.8182
6/20/2023,7.8462
6/21/2023,7.8519
6/22/2023,7.8866
6/23/2023,7.8141
6/26/2023,7.8972
6/27/2023,7.8976
6/28/2023,7.9262
6/29/2023,7.914
6/30/2023,7.8983
7/3/2023,7.9007
7/4/2023,7.8646
7/5/2023,7.8798
7/6/2023,7.882
7/7/2023,7.8773
7/10/2023,7.9291
7/11/2023,7.9143
7/12/2023,7.9274
7/13/2023,8.0098
7/14/2023,8.0076
7/17/2023,8.0457
7/18/2023,8.0745
7/19/2023,8.1014
7/20/2023,8.024
7/21/2023,7.986
7/24/2023,7.9749
7/25/2023,7.8915
7/26/2023,7.9109
7/27/2023,7.951
7/28/2023,7.8799
7/31/2023,7.8808
8/1/2023,7.862
8/2/2023,7.8829
8/3/2023,7.8397
8/4/2023,7.8661
8/7/2023,7.8976
8/8/2023,7.895
8/9/2023,7.903
8/10/2023,7.9434
8/11/2023,7.9584
8/14/2023,7.9356
8/15/2023,7.9605
8/16/2023,7.9657
8/17/2023,7.9387
8/18/2023,7.9197
8/21/2023,7.9456
8/22/2023,7.9387
8/23/2023,7.8796
8/24/2023,7.8934
8/25/2023,7.8783
8/28/2023,7.8822
8/29/2023,7.88
8/30/2023,7.9347
8/31/2023,7.9196
9/1/2023,7.8679
9/4/2023,7.8528
9/5/2023,7.838
9/6/2023,7.8476
9/7/2023,7.8488
9/8/2023,7.8565
9/11/2023,7.823
9/12/2023,7.8115
9/13/2023,7.8144
9/14/2023,7.8093
9/15/2023,7.7561
9/18/2023,7.7796
9/19/2023,7.8111
9/20/2023,7.8059
9/21/2023,7.7695
9/22/2023,7.7766
9/25/2023,7.7728
9/26/2023,7.7517
9/27/2023,7.7031
9/28/2023,7.6986
9/29/2023,7.7352
10/2/2023,7.6885
10/3/2023,7.6439
10/4/2023,7.6644
10/5/2023,7.6856
10/6/2023,7.7162
10/9/2023,7.6784
10/10/2023,7.7238
10/11/2023,7.7433
10/12/2023,7.7514
10/13/2023,7.6902
10/16/2023,7.7058
10/17/2023,7.7288
10/18/2023,7.7278
10/19/2023,7.7233
10/20/2023,7.7489
10/23/2023,7.7529
10/24/2023,7.772
10/25/2023,7.7381
10/26/2023,7.7142
10/27/2023,7.7143
10/30/2023,7.7595
10/31/2023,7.7686
11/1/2023,7.712
11/2/2023,7.8009
11/3/2023,7.8193
11/6/2023,7.8094
11/7/2023,7.7839
11/8/2023,7.7699
11/9/2023,7.7886
11/10/2023,7.7874
11/13/2023,7.7794
11/14/2023,7.8171
11/15/2023,7.8702
11/16/2023,7.8655
11/17/2023,7.8414
11/20/2023,7.8378
11/21/2023,7.8178
11/22/2023,7.8015
11/23/2023,7.7852
11/24/2023,7.809
11/27/2023,7.8331
11/28/2023,7.8323
11/29/2023,7.8296
11/30/2023,7.8008
12/1/2023,7.7685
12/4/2023,7.758
12/5/2023,7.7269
12/6/2023,7.7148
12/7/2023,7.7058
12/8/2023,7.7179
12/11/2023,7.7206
12/12/2023,7.7447
12/13/2023,7.7426
12/14/2023,7.7866
12/15/2023,7.7812
12/18/2023,7.7893
12/19/2023,7.8231
12/20/2023,7.8121
12/21/2023,7.8426
12/22/2023,7.864
12/27/2023,7.9086
12/28/2023,7.8941
12/29/2023,7.8509
1/2/2024,7.8264
1/3/2024,7.8057
1/4/2024,7.833
1/5/2024,7.813
1/8/2024,7.8397
1/9/2024,7.8381
1/10/2024,7.8476
1/11/2024,7.8649
1/12/2024,7.8451
1/15/2024,7.8529
1/16/2024,7.8237
1/17/2024,7.8262
1/18/2024,7.8231
1/19/2024,7.8291
1/22/2024,7.8349
1/23/2024,7.7953
1/24/2024,7.7996
1/25/2024,7.8093
1/26/2024,7.7994
1/29/2024,7.7702
1/30/2024,7.7866
1/31/2024,7.7789
2/1/2024,7.7668
2/2/2024,7.8111
2/5/2024,7.735
2/6/2024,7.7231
2/7/2024,7.7529
2/8/2024,7.742
2/9/2024,7.7489
2/12/2024,7.7497
2/13/2024,7.7641
2/14/2024,7.7065
2/15/2024,7.7288
2/16/2024,7.7461
2/19/2024,7.757
2/20/2024,7.7718
2/21/2024,7.773
2/22/2024,7.7988
2/23/2024,7.7972
2/26/2024,7.81
2/27/2024,7.814
2/28/2024,7.7807
2/29/2024,7.7888
3/1/2024,7.7837
3/4/2024,7.8084
3/5/2024,7.8104
3/6/2024,7.8281
3/7/2024,7.8412
3/8/2024,7.8594
3/11/2024,7.8471
3/12/2024,7.835
3/13/2024,7.8678
3/14/2024,7.8564
3/15/2024,7.838
3/18/2024,7.8402
3/19/2024,7.814
3/20/2024,7.8058
3/21/2024,7.852
3/22/2024,7.8245
3/25/2024,7.8134
3/26/2024,7.8358
3/27/2024,7.8182
3/28/2024,7.8144
4/2/2024,7.7779
4/3/2024,7.8023
4/4/2024,7.8501
4/5/2024,7.8421
4/8/2024,7.8282
4/9/2024,7.8603
4/10/2024,7.8548
4/11/2024,7.7646
4/12/2024,7.7094
4/15/2024,7.7134
4/16/2024,7.6995
4/17/2024,7.7006
4/18/2024,7.7294
4/19/2024,7.7139
4/22/2024,7.7012
4/23/2024,7.7353
4/24/2024,7.7431
4/25/2024,7.7682
4/26/2024,7.7638
4/29/2024,7.7627
4/30/2024,7.7609
5/2/2024,7.7465
5/3/2024,7.7798
5/6/2024,7.7662
5/7/2024,7.7707
5/8/2024,7.7651
5/9/2024,7.7554
5/10/2024,7.7877
5/13/2024,7.8095
5/14/2024,7.8103
5/15/2024,7.8212
5/16/2024,7.843
5/17/2024,7.837
5/20/2024,7.856
5/21/2024,7.861
5/22/2024,7.8414
5/23/2024,7.8578
5/24/2024,7.8522
5/27/2024,7.8545
5/28/2024,7.8842
5/29/2024,7.8706
5/30/2024,7.8261
5/31/2024,7.8577
6/3/2024,7.8562
6/4/2024,7.863
6/5/2024,7.8795
6/6/2024,7.8715
6/7/2024,7.8916
6/10/2024,7.7957
6/11/2024,7.7839
6/12/2024,7.8086
6/13/2024,7.8211
6/14/2024,7.7529
6/17/2024,7.7728
6/18/2024,7.7748
6/19/2024,7.8005
6/20/2024,7.7825
6/21/2024,7.7602
6/24/2024,7.7891
6/25/2024,7.7811
6/26/2024,7.7673
6/27/2024,7.7745
6/28/2024,7.7748
7/1/2024,7.8097
7/2/2024,7.8014
7/3/2024,7.8247
7/4/2024,7.8515
7/5/2024,7.8655
7/8/2024,7.8766
7/9/2024,7.8639
7/10/2024,7.8763
7/11/2024,7.8862
7/12/2024,7.8984
7/15/2024,7.9206
7/16/2024,7.9223
7/17/2024,7.9372
7/18/2024,7.9327
7/19/2024,7.9165
7/22/2024,7.9191
7/23/2024,7.9003
7/24/2024,7.8934
7/25/2024,7.8331
7/26/2024,7.875
7/29/2024,7.8518
7/30/2024,7.8489
7/31/2024,7.8194
8/1/2024,7.8203
8/2/2024,7.8075
8/5/2024,7.8046
8/6/2024,7.8071
8/7/2024,7.8425
8/8/2024,7.8393
8/9/2024,7.828
8/12/2024,7.8439
8/13/2024,7.8301
8/14/2024,7.8627
8/15/2024,7.8816
8/16/2024,7.8758
8/19/2024,7.8848
8/20/2024,7.9192
8/21/2024,7.9306
8/22/2024,7.9491
8/23/2024,7.9364
8/26/2024,7.9512
8/27/2024,7.9547
8/28/2024,7.9253
8/29/2024,7.8653
8/30/2024,7.8585
9/2/2024,7.8677
9/3/2024,7.8614
9/4/2024,7.8648
9/5/2024,7.8739
9/6/2024,7.865
9/9/2024,7.8589
9/10/2024,7.853
9/11/2024,7.8534
9/12/2024,7.8441
9/13/2024,7.8634
9/16/2024,7.8953
9/17/2024,7.9046
9/18/2024,7.8797
9/19/2024,7.8827
9/20/2024,7.8776
9/23/2024,7.8438
9/24/2024,7.829
9/25/2024,7.8692
9/26/2024,7.8213
9/27/2024,7.823
9/30/2024,7.8511
10/1/2024,7.7807
10/2/2024,7.7702
10/3/2024,7.7477
10/4/2024,7.7407
10/7/2024,7.7077
10/8/2024,7.7449
10/9/2024,7.7435
10/10/2024,7.7376
10/11/2024,7.7282
10/14/2024,7.7332
10/15/2024,7.7574
10/16/2024,7.7511
10/17/2024,7.7385
10/18/2024,7.7065
10/21/2024,7.7198
10/22/2024,7.7052
10/23/2024,7.6759
10/24/2024,7.6848
10/25/2024,7.7123
10/28/2024,7.7099
10/29/2024,7.6895
10/30/2024,7.7054
10/31/2024,7.7436
11/1/2024,7.7403
11/4/2024,7.7363
11/5/2024,7.7405
11/6/2024,7.6779
11/7/2024,7.7159
11/8/2024,7.7233
11/11/2024,7.6719
11/12/2024,7.6781
11/13/2024,7.6626
11/14/2024,7.6267
11/15/2024,7.6492
11/18/2024,7.6442
11/19/2024,7.6578
11/20/2024,7.6528
11/21/2024,7.6204
11/22/2024,7.5458
11/25/2024,7.6018
11/26/2024,7.6265
11/27/2024,7.6347
11/28/2024,7.6403
11/29/2024,7.6484
12/2/2024,7.6421
12/3/2024,7.6589
12/4/2024,7.6285
12/5/2024,7.6577
12/6/2024,7.6852
12/9/2024,7.677
12/10/2024,7.6354
12/11/2024,7.6318
12/12/2024,7.6272
12/13/2024,7.651
12/16/2024,7.6463
12/17/2024,7.6464
12/18/2024,7.6463
12/19/2024,7.5858
12/20/2024,7.5831
12/23/2024,7.5861
12/24/2024,7.5843
12/27/2024,7.6169
12/30/2024,7.6234
12/31/2024,7.5833
1/2/2025,7.5338
1/3/2025,7.5371
1/6/2025,7.6284
1/7/2025,7.6142
1/8/2025,7.5413
1/9/2025,7.5558
1/10/2025,7.5542
1/13/2025,7.4771
1/14/2025,7.5108
1/15/2025,7.5515
1/16/2025,7.5311
1/17/2025,7.5474
1/20/2025,7.5431
1/21/2025,7.5443
1/22/2025,7.5892
1/23/2025,7.5829
1/24/2025,7.5891
1/27/2025,7.6306
1/28/2025,7.5517
1/29/2025,7.5385
1/30/2025,7.5436
1/31/2025,7.5363
2/3/2025,7.45
2/4/2025,7.4943
2/5/2025,7.5797
2/6/2025,7.5511
2/7/2025,7.5634
2/10/2025,7.5395
2/11/2025,7.544
2/12/2025,7.5794
2/13/2025,7.5817
2/14/2025,7.6141
2/17/2025,7.6066
2/18/2025,7.6056
2/19/2025,7.6017
2/20/2025,7.5807
2/21/2025,7.5933
2/24/2025,7.5879
2/25/2025,7.6219
2/26/2025,7.6125
2/27/2025,7.6127
2/28/2025,7.5782
3/3/2025,7.6282
3/4/2025,7.6614
3/5/2025,7.7675
3/6/2025,7.8247
3/7/2025,7.8561
3/10/2025,7.8718
3/11/2025,7.8929
3/12/2025,7.8848
3/13/2025,7.8493
3/14/2025,7.8822
3/17/2025,7.8869
3/18/2025,7.8907
3/19/2025,7.8786
3/20/2025,7.8481
3/21/2025,7.8477
3/24/2025,7.8513
3/25/2025,7.8571
3/26/2025,7.8381
3/27/2025,7.8361
3/28/2025,7.8445
3/31/2025,7.8442
4/1/2025,7.8431
4/2/2025,7.8529
4/3/2025,8.0919
4/4/2025,8.0518
4/7/2025,8.0155
4/8/2025,8.0359
4/9/2025,8.1179
4/10/2025,8.1137
4/11/2025,8.2819
4/14/2025,8.3196
4/15/2025,8.2835
4/16/2025,8.2961
4/17/2025,8.29
4/22/2025,8.3929
4/23/2025,8.3199
4/24/2025,8.2925
4/25/2025,8.2773
4/28/2025,8.2891
4/29/2025,8.2715
4/30/2025,8.2635
5/2/2025,8.2479
5/5/2025,8.2479
5/6/2025,8.1735
5/7/2025,8.2079
5/8/2025,8.1764
5/9/2025,8.147
5/12/2025,7.9999
5/13/2025,8.0021
5/14/2025,8.0794
5/15/2025,8.0661
5/16/2025,8.0659
5/19/2025,8.1225
5/20/2025,8.1154
5/21/2025,8.155
5/22/2025,8.1477
5/23/2025,8.1197
5/26/2025,8.1795
5/27/2025,8.1709
